"HENRY HUB LAST DAY FIN - NEW YORK MERCANTILE EXCHANGE",220426,2022-04-26,023A55,NYME,01,023 ,  501276,  214436,   45958,   42257,  228107,  399966,  484800,  488181,   16476,   13096,  501276,  214436,   45958,   42257,  228107,  399966,  484800,  488181,   16476,   13096,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   17108,    9865,    -696,    1625,    5072,   12842,   16562,   13771,     545,    3337,  100.0,   42.8,    9.2,    8.4,   45.5,   79.8,   96.7,   97.4,    3.3,    2.6,  100.0,   42.8,    9.2,    8.4,   45.5,   79.8,   96.7,   97.4,    3.3,    2.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    104,     30,      4,     25,     65,     50,     98,     76,    104,     30,      4,     25,     65,     50,     98,     76,      0,      0,      0,      0,      0,      0,      0,      0,    30.1,    42.1,    44.9,    62.7,    29.9,    39.6,    41.3,    58.2,    30.1,    42.1,    44.9,    62.7,    29.9,    39.6,    41.3,    58.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 10,000 MMBTU'S)","023A55","NYME","023 "
"HENRY HUB PENULTIMATE FIN - NEW YORK MERCANTILE EXCHANGE",220426,2022-04-26,023A56,NYME,01,023 ,  258370,   61870,   91627,   29727,  162929,  132737,  254526,  254091,    3844,    4279,  258370,   61870,   91627,   29727,  162929,  132737,  254526,  254091,    3844,    4279,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   11600,   -2487,    5120,    6285,   13532,     899,   17330,   12304,   -5730,    -704,  100.0,   23.9,   35.5,   11.5,   63.1,   51.4,   98.5,   98.3,    1.5,    1.7,  100.0,   23.9,   35.5,   11.5,   63.1,   51.4,   98.5,   98.3,    1.5,    1.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     68,     15,     20,     28,     32,     28,     64,     59,     68,     15,     20,     28,     32,     28,     64,     59,      0,      0,      0,      0,      0,      0,      0,      0,    41.7,    40.9,    62.6,    55.7,    40.0,    39.6,    57.6,    52.7,    41.7,    40.9,    62.6,    55.7,    40.0,    39.6,    57.6,    52.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 10,000 MMBTU'S)","023A56","NYME","023 "
"NATURAL GAS CAL SPREAD OPT FIN - NEW YORK MERCANTILE EXCHANGE",220426,2022-04-26,023A84,NYME,01,023 ,   39981,    6516,    6636,   30194,    3271,    3060,   39981,   39889,       0,      92,   39981,    6516,    6636,   30194,    3271,    3060,   39981,   39889,       0,      92,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1040,      85,   -1002,      -3,    -928,     -33,    -846,   -1038,    -193,      -2,  100.0,   16.3,   16.6,   75.5,    8.2,    7.7,  100.0,   99.8,    0.0,    0.2,  100.0,   16.3,   16.6,   75.5,    8.2,    7.7,  100.0,   99.8,    0.0,    0.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      7,      8,      9,      4,      6,     15,     19,     22,      7,      8,      9,      4,      6,     15,     19,      0,      0,      0,      0,      0,      0,      0,      0,    85.2,    82.2,    95.6,    93.7,    18.8,    16.7,    20.9,    20.3,    85.2,    82.2,    95.6,    93.7,    18.8,    16.7,    20.9,    20.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 10,000 MMBTU'S)","023A84","NYME","023 "
"ETHANOL T2 FOB INCL DUTY - NEW YORK MERCANTILE EXCHANGE",220426,2022-04-26,025608,NYME,01,025 ,    6134,      25,    1199,      90,    5792,    4770,    5907,    6059,     227,      75,    6134,      25,    1199,      90,    5792,    4770,    5907,    6059,     227,      75,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     206,      15,      95,      -5,     181,     131,     191,     221,      15,     -15,  100.0,    0.4,   19.5,    1.5,   94.4,   77.8,   96.3,   98.8,    3.7,    1.2,  100.0,    0.4,   19.5,    1.5,   94.4,   77.8,   96.3,   98.8,    3.7,    1.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     29,      1,      2,      1,     21,     22,     22,     25,     29,      1,      2,      1,     21,     22,     22,     25,      0,      0,      0,      0,      0,      0,      0,      0,    53.8,    50.4,    79.0,    71.4,    52.5,    43.8,    63.5,    60.8,    53.8,    50.4,    79.0,    71.4,    52.5,    43.8,    63.5,    60.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(100 CUBIC METERS)","025608","NYME","025 "
"ETHANOL - NEW YORK MERCANTILE EXCHANGE",220426,2022-04-26,025651,NYME,01,025 ,   33669,    3792,     250,    3070,   26439,   30201,   33300,   33520,     369,     149,   33669,    3792,     250,    3070,   26439,   30201,   33300,   33520,     369,     149,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3064,    -273,       9,     672,    2648,    2465,    3047,    3147,      17,     -82,  100.0,   11.3,    0.7,    9.1,   78.5,   89.7,   98.9,   99.6,    1.1,    0.4,  100.0,   11.3,    0.7,    9.1,   78.5,   89.7,   98.9,   99.6,    1.1,    0.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     98,     18,      3,     11,     56,     65,     79,     76,     98,     18,      3,     11,     56,     65,     79,     76,      0,      0,      0,      0,      0,      0,      0,      0,    34.6,    27.0,    48.4,    40.6,    16.6,    13.4,    24.4,    22.0,    34.6,    27.0,    48.4,    40.6,    16.6,    13.4,    24.4,    22.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","025651","NYME","025 "
"SOYBEAN MEAL - CHICAGO BOARD OF TRADE",220426,2022-04-26,026603,CBT ,00,026 ,  424438,  122218,   15711,   67970,  180385,  316060,  370574,  399741,   53865,   24697,  279456,   98486,   25417,   28892,  114895,  207426,  242273,  261736,   37184,   17721,  144982,   36986,    3547,   25825,   65490,  108634,  128301,  138005,   16681,    6977,  -42030,   -5929,    2953,  -22003,   -7838,  -23356,  -35770,  -42406,   -6260,     377,  100.0,   28.8,    3.7,   16.0,   42.5,   74.5,   87.3,   94.2,   12.7,    5.8,  100.0,   35.2,    9.1,   10.3,   41.1,   74.2,   86.7,   93.7,   13.3,    6.3,  100.0,   25.5,    2.4,   17.8,   45.2,   74.9,   88.5,   95.2,   11.5,    4.8,    271,     95,     37,     70,    104,    104,    231,    186,    264,     83,     44,     55,    100,     98,    211,    176,    175,     56,     22,     26,     75,     65,    147,     98,    10.7,    33.6,    17.9,    45.7,    10.2,    31.6,    16.7,    41.7,    11.6,    31.6,    19.3,    44.4,    11.6,    30.3,    19.2,    41.2,    13.1,    39.8,    21.9,    54.3,    11.9,    38.3,    19.9,    47.2,"(CONTRACTS OF 100 TONS)","026603","CBT ","026 "
"Mini Eur Naphtha CIF NEW - NEW YORK MERCANTILE EXCHANGE",220426,2022-04-26,03265J,NYME,01,032 ,    2291,     204,     150,     190,    1649,    1792,    2043,    2132,     248,     159,    2291,     204,     150,     190,    1649,    1792,    2043,    2132,     248,     159,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     342,      54,     106,      20,     321,     213,     395,     339,     -53,       3,  100.0,    8.9,    6.5,    8.3,   72.0,   78.2,   89.2,   93.1,   10.8,    6.9,  100.0,    8.9,    6.5,    8.3,   72.0,   78.2,   89.2,   93.1,   10.8,    6.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     26,      3,      3,      3,     14,     17,     19,     21,     26,      3,      3,      3,     14,     17,     19,     21,      0,      0,      0,      0,      0,      0,      0,      0,    44.6,    33.9,    67.7,    58.4,    38.1,    29.2,    49.5,    46.3,    44.6,    33.9,    67.7,    58.4,    38.1,    29.2,    49.5,    46.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 100 METRIC TONS)","03265J","NYME","032 "
"COTTON NO. 2 - ICE FUTURES U.S.",220426,2022-04-26,033661,ICUS,01,033 ,  269240,   92659,   10538,   61593,   95264,  188714,  249516,  260845,   19725,    8396,  128272,   56718,   18862,   24891,   36027,   79151,  117636,  122904,   10636,    5368,  140969,   49737,    5473,   22906,   59238,  109563,  131880,  137941,    9089,    3028,   -6705,   -4156,    -709,    2261,   -3171,   -7932,   -5065,   -6380,   -1640,    -326,  100.0,   34.4,    3.9,   22.9,   35.4,   70.1,   92.7,   96.9,    7.3,    3.1,  100.0,   44.2,   14.7,   19.4,   28.1,   61.7,   91.7,   95.8,    8.3,    4.2,  100.0,   35.3,    3.9,   16.2,   42.0,   77.7,   93.6,   97.9,    6.4,    2.1,    281,    155,     38,     92,     68,     72,    248,    181,    258,    113,     67,     47,     46,     65,    179,    159,    213,    115,     17,     42,     62,     58,    182,    115,    14.8,    34.5,    24.2,    48.0,    10.1,    28.2,    15.3,    39.4,    15.8,    35.9,    25.7,    47.8,    12.8,    29.0,    20.3,    36.5,    16.8,    34.6,    26.8,    52.3,    12.9,    28.9,    20.5,    44.6,"(CONTRACTS OF 50,000 POUNDS)","033661","ICUS","033 "
"HENRY HUB - NEW YORK MERCANTILE EXCHANGE",220426,2022-04-26,03565B,NYME,01,023 ,  584640,  227386,    5826,    2086,  331520,  566388,  560992,  574300,   23648,   10340,  584640,  227386,    5826,    2086,  331520,  566388,  560992,  574300,   23648,   10340,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2063,    2518,     795,     258,    1120,    2324,    3896,    3377,   -1833,   -1314,  100.0,   38.9,    1.0,    0.4,   56.7,   96.9,   96.0,   98.2,    4.0,    1.8,  100.0,   38.9,    1.0,    0.4,   56.7,   96.9,   96.0,   98.2,    4.0,    1.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     44,      7,      4,      3,     28,     28,     37,     33,     44,      7,      4,      3,     28,     28,     37,     33,      0,      0,      0,      0,      0,      0,      0,      0,    63.5,    57.2,    77.9,    74.8,    59.4,    50.9,    67.9,    64.8,    63.5,    57.2,    77.9,    74.8,    59.4,    50.9,    67.9,    64.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","03565B","NYME","023 "
"HENRY HUB PENULTIMATE NAT GAS - NEW YORK MERCANTILE EXCHANGE",220426,2022-04-26,03565C,NYME,01,023 ,  216105,   13324,   59436,   11081,  187428,  137632,  211833,  208149,    4272,    7956,  216105,   13324,   59436,   11081,  187428,  137632,  211833,  208149,    4272,    7956,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    5793,     912,    2236,    1139,    2898,    2774,    4949,    6149,     844,    -356,  100.0,    6.2,   27.5,    5.1,   86.7,   63.7,   98.0,   96.3,    2.0,    3.7,  100.0,    6.2,   27.5,    5.1,   86.7,   63.7,   98.0,   96.3,    2.0,    3.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     50,      6,     12,     14,     28,     28,     43,     45,     50,      6,     12,     14,     28,     28,     43,     45,      0,      0,      0,      0,      0,      0,      0,      0,    57.5,    33.8,    73.4,    52.1,    46.0,    28.8,    59.3,    44.1,    57.5,    33.8,    73.4,    52.1,    46.0,    28.8,    59.3,    44.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","03565C","NYME","023 "
"ROUGH RICE - CHICAGO BOARD OF TRADE",220426,2022-04-26,039601,CBT ,00,039 ,   11722,    2032,    1540,     962,    5670,    8511,    8664,   11013,    3058,     709,    8477,    1837,    1611,     268,    4195,    6061,    6300,    7940,    2177,     537,    3245,     351,      85,     538,    1475,    2450,    2364,    3073,     881,     172,      70,     114,    -100,      24,     105,     112,     244,      37,    -173,      34,  100.0,   17.3,   13.1,    8.2,   48.4,   72.6,   73.9,   94.0,   26.1,    6.0,  100.0,   21.7,   19.0,    3.2,   49.5,   71.5,   74.3,   93.7,   25.7,    6.3,  100.0,   10.8,    2.6,   16.6,   45.5,   75.5,   72.8,   94.7,   27.2,    5.3,     57,     18,      8,      9,     22,     19,     45,     33,     50,     16,     10,      5,     16,     15,     34,     28,     28,      7,      4,      4,     12,     11,     21,     17,    32.4,    55.0,    42.2,    69.1,    28.6,    52.8,    36.2,    65.2,    39.7,    55.0,    49.8,    71.7,    38.9,    52.7,    48.7,    69.3,    34.8,    70.9,    52.7,    84.5,    25.9,    63.1,    40.2,    69.4,"(CONTRACTS OF 200,000 POUNDS)","039601","CBT ","039 "
"FRZN CONCENTRATED ORANGE JUICE - ICE FUTURES U.S.",220426,2022-04-26,040701,ICUS,01,040 ,   14376,    5000,      86,    1650,    4687,   11747,   11338,   13484,    3038,     892,   14228,    4985,      64,    1617,    4645,   11676,   11248,   13357,    2980,     871,     148,      21,      28,      28,      42,      72,      90,     127,      58,      21,    -262,    -383,    -232,     102,     142,     -16,    -139,    -146,    -123,    -116,  100.0,   34.8,    0.6,   11.5,   32.6,   81.7,   78.9,   93.8,   21.1,    6.2,  100.0,   35.0,    0.5,   11.4,   32.6,   82.1,   79.1,   93.9,   20.9,    6.1,  100.0,   13.9,   18.7,   18.6,   28.4,   48.5,   60.9,   85.9,   39.1,   14.1,     57,     32,      3,      8,     19,     15,     53,     24,     57,     33,      2,      8,     19,     15,     53,     24,      8,      2,      3,      4,      2,      2,      6,      7,    23.0,    59.5,    36.4,    80.9,    19.7,    57.2,    29.9,    69.2,    23.1,    59.7,    36.6,    81.3,    19.9,    57.5,    30.3,    69.7,    53.2,    71.9,    60.9,    85.9,    30.8,    53.4,    30.8,    55.7,"(CONTRACTS OF 15,000 POUNDS)","040701","ICUS","040 "
"UST 2Y NOTE - CHICAGO BOARD OF TRADE",220426,2022-04-26,042601,CBT ,00,042 , 2214847,  326179,  414357,   88599, 1663765, 1480935, 2078543, 1983891,  136304,  230956, 2214847,  326179,  414357,   88599, 1663765, 1480935, 2078543, 1983891,  136304,  230956,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -24645,  -16660,  -47415,    1351,   -9252,   21988,  -24561,  -24076,     -84,    -569,  100.0,   14.7,   18.7,    4.0,   75.1,   66.9,   93.8,   89.6,    6.2,   10.4,  100.0,   14.7,   18.7,    4.0,   75.1,   66.9,   93.8,   89.6,    6.2,   10.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    375,     42,     78,     29,    160,    195,    216,    288,    375,     42,     78,     29,    160,    195,    216,    288,      0,      0,      0,      0,      0,      0,      0,      0,    24.3,    19.0,    34.2,    26.1,    18.9,    13.3,    26.2,    19.0,    24.3,    19.0,    34.2,    26.1,    18.9,    13.3,    26.2,    19.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $200,000 FACE VALUE)","042601","CBT ","042 "
"UST 10Y NOTE - CHICAGO BOARD OF TRADE",220426,2022-04-26,043602,CBT ,00,043 , 4356521,  404674,  479571,  463250, 3131588, 2876136, 3999512, 3818957,  357009,  537564, 4356521,  404674,  479571,  463250, 3131588, 2876136, 3999512, 3818957,  357009,  537564,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0, -432420,   76537, -186680, -240452, -266925,    7050, -430840, -420082,   -1580,  -12338,  100.0,    9.3,   11.0,   10.6,   71.9,   66.0,   91.8,   87.7,    8.2,   12.3,  100.0,    9.3,   11.0,   10.6,   71.9,   66.0,   91.8,   87.7,    8.2,   12.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    406,     59,     80,     70,    223,    209,    328,    313,    406,     59,     80,     70,    223,    209,    328,    313,      0,      0,      0,      0,      0,      0,      0,      0,    19.5,    22.6,    28.4,    28.4,    13.9,    17.2,    21.7,    21.7,    19.5,    22.6,    28.4,    28.4,    13.9,    17.2,    21.7,    21.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $100,000 FACE VALUE)","043602","CBT ","043 "
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220426,2022-04-26,043607,CBT ,00,043 , 1279752,   88495,  158392,   18440, 1044259,  842950, 1151194, 1019782,  128559,  259971, 1279752,   88495,  158392,   18440, 1044259,  842950, 1151194, 1019782,  128559,  259971,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -9056,   -8516,  -15872,   -2826,    9335,    -950,   -2007,  -19648,   -7049,   10592,  100.0,    6.9,   12.4,    1.4,   81.6,   65.9,   90.0,   79.7,   10.0,   20.3,  100.0,    6.9,   12.4,    1.4,   81.6,   65.9,   90.0,   79.7,   10.0,   20.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    149,     18,     19,     11,     87,     92,    111,    116,    149,     18,     19,     11,     87,     92,    111,    116,      0,      0,      0,      0,      0,      0,      0,      0,    30.1,    16.9,    45.0,    28.1,    30.1,    13.4,    41.9,    21.7,    30.1,    16.9,    45.0,    28.1,    30.1,    13.4,    41.9,    21.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 "
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",220426,2022-04-26,044601,CBT ,00,044 , 4178152,  307199,  536721,  306140, 3296870, 2859468, 3910209, 3702329,  267943,  475822, 4178152,  307199,  536721,  306140, 3296870, 2859468, 3910209, 3702329,  267943,  475822,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0, -386320,  -43070,  -53025, -227907, -106839,  -95396, -377816, -376328,   -8504,   -9992,  100.0,    7.4,   12.8,    7.3,   78.9,   68.4,   93.6,   88.6,    6.4,   11.4,  100.0,    7.4,   12.8,    7.3,   78.9,   68.4,   93.6,   88.6,    6.4,   11.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    348,     39,     70,     47,    178,    185,    247,    272,    348,     39,     70,     47,    178,    185,    247,    272,      0,      0,      0,      0,      0,      0,      0,      0,    32.3,    17.8,    40.5,    25.9,    25.5,    13.1,    30.9,    19.3,    32.3,    17.8,    40.5,    25.9,    25.5,    13.1,    30.9,    19.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 "
"FED FUNDS - CHICAGO BOARD OF TRADE",220426,2022-04-26,045601,CBT ,00,045 , 2129206,  153708,  114755,  316097, 1628795, 1653896, 2098600, 2084748,   30606,   44458, 2129206,  153708,  114755,  316097, 1628795, 1653896, 2098600, 2084748,   30606,   44458,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   37367,  -15144,  -35708,   12968,   45036,   63999,   42860,   41259,   -5493,   -3892,  100.0,    7.2,    5.4,   14.8,   76.5,   77.7,   98.6,   97.9,    1.4,    2.1,  100.0,    7.2,    5.4,   14.8,   76.5,   77.7,   98.6,   97.9,    1.4,    2.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    139,     20,     27,     32,     80,     85,    116,    129,    139,     20,     27,     32,     80,     85,    116,    129,      0,      0,      0,      0,      0,      0,      0,      0,    38.2,    32.4,    55.8,    45.6,    22.7,    17.0,    28.4,    22.3,    38.2,    32.4,    55.8,    45.6,    22.7,    17.0,    28.4,    22.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $5,000,000)","045601","CBT ","045 "
"BUTTER (CASH SETTLED) - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,050642,CME ,00,050 ,   14785,      82,    5365,    1336,   11663,    7580,   13081,   14281,    1704,     504,   14785,      82,    5365,    1336,   11663,    7580,   13081,   14281,    1704,     504,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     393,       5,      17,       4,     294,     454,     303,     475,      91,     -81,  100.0,    0.6,   36.3,    9.0,   78.9,   51.3,   88.5,   96.6,   11.5,    3.4,  100.0,    0.6,   36.3,    9.0,   78.9,   51.3,   88.5,   96.6,   11.5,    3.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     43,      2,      7,      6,     28,     18,     35,     26,     43,      2,      7,      6,     28,     18,     35,     26,      0,      0,      0,      0,      0,      0,      0,      0,    33.4,    49.0,    50.3,    70.7,    30.3,    46.1,    46.9,    63.9,    33.4,    49.0,    50.3,    70.7,    30.3,    46.1,    46.9,    63.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 20,000 POUNDS)","050642","CME ","050 "
"MILK, Class III - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,052641,CME ,00,052 ,   57704,   13604,    1518,    8973,   30171,   36527,   52748,   47018,    4956,   10686,   57704,   13604,    1518,    8973,   30171,   36527,   52748,   47018,    4956,   10686,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1678,     222,     289,     282,     964,    1698,    1468,    2268,     210,    -591,  100.0,   23.6,    2.6,   15.6,   52.3,   63.3,   91.4,   81.5,    8.6,   18.5,  100.0,   23.6,    2.6,   15.6,   52.3,   63.3,   91.4,   81.5,    8.6,   18.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     77,     23,      5,     16,     39,     40,     66,     57,     77,     23,      5,     16,     39,     40,     66,     57,      0,      0,      0,      0,      0,      0,      0,      0,    44.3,    26.9,    63.6,    41.2,    41.8,    25.2,    51.6,    37.6,    44.3,    26.9,    63.6,    41.2,    41.8,    25.2,    51.6,    37.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 200,000 POUNDS)","052641","CME ","052 "
"NON FAT DRY MILK - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,052642,CME ,00,052 ,   15959,     455,    3959,    2592,   11334,    8973,   14381,   15523,    1578,     435,   15959,     455,    3959,    2592,   11334,    8973,   14381,   15523,    1578,     435,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     679,       4,     128,      -3,     754,     461,     756,     586,     -77,      93,  100.0,    2.9,   24.8,   16.2,   71.0,   56.2,   90.1,   97.3,    9.9,    2.7,  100.0,    2.9,   24.8,   16.2,   71.0,   56.2,   90.1,   97.3,    9.9,    2.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     46,      4,      6,      6,     31,     24,     41,     31,     46,      4,      6,      6,     31,     24,     41,     31,      0,      0,      0,      0,      0,      0,      0,      0,    24.5,    42.1,    42.3,    63.3,    18.1,    29.8,    29.3,    42.0,    24.5,    42.1,    42.3,    63.3,    18.1,    29.8,    29.3,    42.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 44,000 LBS.)","052642","CME ","052 "
"CME MILK IV - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,052644,CME ,00,052 ,   20893,    9648,    1130,    1946,    8734,   15574,   20328,   18650,     565,    2243,   20893,    9648,    1130,    1946,    8734,   15574,   20328,   18650,     565,    2243,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     388,     -27,     308,     122,     276,      89,     371,     519,      17,    -131,  100.0,   46.2,    5.4,    9.3,   41.8,   74.5,   97.3,   89.3,    2.7,   10.7,  100.0,   46.2,    5.4,    9.3,   41.8,   74.5,   97.3,   89.3,    2.7,   10.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     43,      6,      2,      6,     26,     32,     33,     39,     43,      6,      2,      6,     26,     32,     33,     39,      0,      0,      0,      0,      0,      0,      0,      0,    72.4,    47.9,    86.8,    61.7,    66.4,    47.3,    77.3,    57.3,    72.4,    47.9,    86.8,    61.7,    66.4,    47.3,    77.3,    57.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 200,000 POUNDS)","052644","CME ","052 "
"LEAN HOGS - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,054642,CME ,00,054 ,  291155,   78691,   30258,   89691,   95552,  137161,  263934,  257110,   27222,   34046,  238527,   72732,   39043,   64734,   79844,  108022,  217310,  211798,   21216,   26728,   52629,   17228,    2484,   13688,   15708,   29140,   46624,   45311,    6005,    7318,   -7726,   -7910,    5771,     977,    1442,  -13139,   -5491,   -6391,   -2235,   -1335,  100.0,   27.0,   10.4,   30.8,   32.8,   47.1,   90.7,   88.3,    9.3,   11.7,  100.0,   30.5,   16.4,   27.1,   33.5,   45.3,   91.1,   88.8,    8.9,   11.2,  100.0,   32.7,    4.7,   26.0,   29.8,   55.4,   88.6,   86.1,   11.4,   13.9,    300,    105,     69,    111,    102,     98,    262,    232,    298,     99,     80,    107,     99,     97,    255,    229,    154,     39,     23,     31,     62,     63,    117,    105,    13.5,    14.1,    25.1,    25.1,    12.9,    11.9,    21.6,    18.9,    15.0,    14.1,    27.3,    24.6,    15.0,    11.0,    25.1,    17.9,    25.1,    24.5,    39.4,    40.3,    21.6,    19.6,    29.8,    28.7,"(CONTRACTS OF 40,000 POUNDS)","054642","CME ","054 "
"LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,057642,CME ,00,057 ,  365662,  121963,   40739,   81027,  129832,  196868,  332822,  318634,   32839,   47027,  365662,  121963,   40739,   81027,  129832,  196868,  332822,  318634,   32839,   47027,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    5626,    4995,   -4075,    6082,   -3315,    4996,    7763,    7003,   -2137,   -1377,  100.0,   33.4,   11.1,   22.2,   35.5,   53.8,   91.0,   87.1,    9.0,   12.9,  100.0,   33.4,   11.1,   22.2,   35.5,   53.8,   91.0,   87.1,    9.0,   12.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    423,    131,     89,    121,    139,    175,    327,    334,    423,    131,     89,    121,    139,    175,    327,    334,      0,      0,      0,      0,      0,      0,      0,      0,    14.8,    16.4,    25.1,    23.7,    14.7,    13.6,    24.8,    18.8,    14.8,    16.4,    25.1,    23.7,    14.7,    13.6,    24.8,    18.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 40,000 POUNDS)","057642","CME ","057 "
