"UST BOND - CHICAGO BOARD OF TRADE",220426,2022-04-26,020601,CBT ,00,020 , 1274792,    3865,  122758,   37782,  569088,  292194,  206811,  107518,  272205,   90856,   81629,   55256,    4956, 1102505, 1082819,  172287,  191973,  -88507,    -195,   27857,  -20623,   19992,    7153,  -21055,   25210,    9385,  -72795,    1299,   -7323,   -5399,  -73564,  -82799,  -14943,   -5708,  100.0,    0.3,    9.6,    3.0,   44.6,   22.9,   16.2,    8.4,   21.4,    7.1,    6.4,    4.3,    0.4,   86.5,   84.9,   13.5,   15.1,    185,      5,     21,     15,     58,     34,     61,     17,     35,     33,      5,     10,      5,    143,    156,    20.7,    27.4,    32.1,    37.6,    16.7,    23.9,    26.5,    31.0,"(CONTRACTS OF $100,000 FACE VALUE)","020601","CBT ","020 ","F30","Combined"
"ULTRA UST BOND - CHICAGO BOARD OF TRADE",220426,2022-04-26,020604,CBT ,00,020 , 1287542,   30815,   54889,    6624,  725142,  187355,  227507,   57421,  679132,    6801,   78897,    6492,       0, 1133207, 1168801,  154335,  118741,   -3635,   -1478,    6707,     621,   12881,   -8072,   -4625,  -12015,   10968,    -678,    1076,    -118,       0,   -4218,    4803,     583,   -8438,  100.0,    2.4,    4.3,    0.5,   56.3,   14.6,   17.7,    4.5,   52.7,    0.5,    6.1,    0.5,    0.0,   88.0,   90.8,   12.0,    9.2,    146,      4,      9,.,     70,     26,     60,      5,     24,     10,      6,.,      0,    109,    109,    19.9,    30.2,    35.6,    47.8,    17.7,    30.2,    31.2,    45.5,"(CONTRACTS OF $100,000 FACE VALUE)","020604","CBT ","020 ","F30","Combined"
"UST 2Y NOTE - CHICAGO BOARD OF TRADE",220426,2022-04-26,042601,CBT ,00,042 , 2214847,  106530,  195616,   13047,  874046,  442334,  410149,  507806,  496021,  122043,   40244,  300003,    4678, 2078543, 1983891,  136304,  230956,  -24645,   -5081,   32063,    -150,  -18635,  -25389,   12996,  -11887,   14170,   -3638,    -311,  -56274,    2146,  -24561,  -24076,     -84,    -569,  100.0,    4.8,    8.8,    0.6,   39.5,   20.0,   18.5,   22.9,   22.4,    5.5,    1.8,   13.5,    0.2,   93.8,   89.6,    6.2,   10.4,    375,     20,     43,      8,     93,     56,     82,     40,     62,     35,     13,     48,      4,    216,    288,    24.3,    19.0,    34.2,    26.1,    18.9,    13.3,    26.2,    19.0,"(CONTRACTS OF $200,000 FACE VALUE)","042601","CBT ","042 ","F30","Combined"
"UST 10Y NOTE - CHICAGO BOARD OF TRADE",220426,2022-04-26,043602,CBT ,00,043 , 4356521,   86428,  215565,  203931, 1547520, 1304239,  787058,  635188,  330036,  496016,  166920,  405661,   76451, 3999512, 3818957,  357009,  537564, -432420,    1810,   40702,  -76245,   15182,   -7346,  -68110,   19025,  -39457, -251630,  -51445,    1431,  -19427, -430840, -420082,   -1580,  -12338,  100.0,    2.0,    4.9,    4.7,   35.5,   29.9,   18.1,   14.6,    7.6,   11.4,    3.8,    9.3,    1.8,   91.8,   87.7,    8.2,   12.3,    406,     25,     28,     33,     96,     87,    111,     52,     69,     75,     24,     25,     16,    328,    313,    19.5,    22.6,    28.4,    28.4,    13.9,    17.2,    21.7,    21.7,"(CONTRACTS OF $100,000 FACE VALUE)","043602","CBT ","043 ","F30","Combined"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220426,2022-04-26,043607,CBT ,00,043 , 1279752,   78027,   28826,    1669,  488535,  527742,  220984,  181441,  145192,   42256,  137421,   52252,     861, 1151194, 1019782,  128558,  259970,   -9056,   -7129,    5839,   -3551,   31856,   -8973,    -988,  -25848,  -11576,    1867,    1969,   -2083,    -183,   -2007,  -19648,   -7049,   10592,  100.0,    6.1,    2.3,    0.1,   38.2,   41.2,   17.3,   14.2,   11.3,    3.3,   10.7,    4.1,    0.1,   90.0,   79.7,   10.0,   20.3,    149,      6,      6,      4,     30,     56,     58,     16,     15,     14,     10,     10,.,    111,    116,    30.1,    16.9,    45.0,    28.1,    30.1,    13.4,    41.9,    21.7,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","Combined"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",220426,2022-04-26,044601,CBT ,00,044 , 4178152,   63686,  332058,  103981, 1763832,  825500,  896437,  301033,  872457,  398266,  370390,  261047,   12584, 3910209, 3702329,  267943,  475823, -386320,   20006,    6210,  -82144,  -43606,  -53809,   46074,  -29749,    5746, -267837,   -3681,  -13689,  -16879, -377816, -376328,   -8504,   -9992,  100.0,    1.5,    7.9,    2.5,   42.2,   19.8,   21.5,    7.2,   20.9,    9.5,    8.9,    6.2,    0.3,   93.6,   88.6,    6.4,   11.4,    348,     16,     40,     25,     85,     71,     93,     32,     65,     49,     18,     21,      4,    247,    272,    32.3,    17.8,    40.5,    25.9,    25.5,    13.1,    30.9,    19.3,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","Combined"
"FED FUNDS - CHICAGO BOARD OF TRADE",220426,2022-04-26,045601,CBT ,00,045 , 2129206,  298873,  450273,  829316,    2792,  119582,   22400,  424075,  178742,  469811,   48145,   11436,    3188, 2098600, 2084748,   30606,   44458,   37367,   33007,   80245,  -25780,    1913,     815,   -4156,   -3874,  -46387,   34317,    4758,    -470,    2675,   42860,   41259,   -5493,   -3892,  100.0,   14.0,   21.1,   38.9,    0.1,    5.6,    1.1,   19.9,    8.4,   22.1,    2.3,    0.5,    0.1,   98.6,   97.9,    1.4,    2.1,    139,     24,     38,     55,.,      5,      4,     25,     32,     45,      7,      5,.,    116,    129,    38.2,    32.4,    55.8,    45.6,    22.7,    17.0,    28.4,    22.3,"(CONTRACTS OF $5,000,000)","045601","CBT ","045 ","F33","Combined"
"EURODOLLARS-3M - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,132741,CME ,00,132 ,25787242, 2874411, 1842864, 4409840,  879600,  629795,  916055,  469008, 1134023,15374611,   28150,  202926,  323156,25274831,24833271,  512411,  953971,  261530,  -89548,   -6779,  141356,   28901,  -70818,   52027,   -5484,   15697,  146626,   -2119,  -16730,  -15078,  256683,  246302,    4847,   15228,  100.0,   11.1,    7.1,   17.1,    3.4,    2.4,    3.6,    1.8,    4.4,   59.6,    0.1,    0.8,    1.3,   98.0,   96.3,    2.0,    3.7,    235,     29,     34,     58,     18,     18,     29,     40,     65,     90,     13,     14,     16,    206,    222,    22.3,    23.3,    38.3,    38.7,     9.6,     5.0,    11.5,     7.3,"(CONTRACTS OF $1,000,000)","132741","CME ","132 ","F33","Combined"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,134741,CME ,00,134 , 5288112, 1625309, 1225055, 1368132,   37841,  291661,   99048,  488329,  660884, 1574230,   51315,   27781,   32226, 5276431, 5279018,   11681,    9094,  425168,   61179,  160817,   55222,    2597,  -12430,  -19306,   98156,    3818,  228330,   -4523,    3262,    1893,  423547,  421607,    1621,    3561,  100.0,   30.7,   23.2,   25.9,    0.7,    5.5,    1.9,    9.2,   12.5,   29.8,    1.0,    0.5,    0.6,   99.8,   99.8,    0.2,    0.2,    321,     52,     63,     89,     11,     20,     14,     67,     46,     83,     21,     33,     25,    254,    278,    29.2,    27.5,    40.5,    44.1,    22.6,    17.9,    27.6,    26.6,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","Combined"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,134742,CME ,00,134 ,  444027,  138235,  180974,  116199,    1061,   12264,    7309,   96813,   38860,   78524,    4325,    7428,    1078,  443544,  442636,     483,    1391,   35209,   28535,    4556,    9883,    1004,   10989,  -10573,   -1011,   13656,    7239,      50,    -670,     206,   35333,   35286,    -124,     -77,  100.0,   31.1,   40.8,   26.2,    0.2,    2.8,    1.6,   21.8,    8.8,   17.7,    1.0,    1.7,    0.2,   99.9,   99.7,    0.1,    0.3,    127,     17,     45,     39,.,.,.,     24,     27,     33,      4,      5,.,     96,    106,    30.7,    36.0,    48.3,    51.1,    21.7,    22.5,    33.1,    32.9,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","Combined"
"2 YEAR ERIS SWAP - CHICAGO BOARD OF TRADE",220426,2022-04-26,342601,CBT ,00,342 ,  153618,   17035,   31046,    3710,       0,       0,       0,   47794,   55320,   40440,   37575,   16038,    7064,  153618,  153618,       0,       0,   -1529,       0,     -27,       0,       0,       0,       0,   -2564,   -2917,     835,     200,     580,       0,   -1529,   -1529,       0,       0,  100.0,   11.1,   20.2,    2.4,    0.0,    0.0,    0.0,   31.1,   36.0,   26.3,   24.5,   10.4,    4.6,  100.0,  100.0,    0.0,    0.0,     21,.,.,.,      0,      0,      0,.,      4,.,.,     10,.,      6,     20,    96.8,    78.9,   100.0,    94.1,    64.1,    59.9,    66.7,    65.9,"100,000 USD notional principal","342601","CBT ","342 ","F50","Combined"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,133741,CME ,00,133 ,   11188,     364,     878,      58,    6365,     523,       5,    1622,    6907,    1016,     654,     717,     130,   10214,   10234,     974,     954,    -420,     -13,    -251,     -64,      26,     -47,     -49,     387,     522,    -340,    -179,    -370,      27,    -204,    -571,    -216,     151,  100.0,    3.3,    7.8,    0.5,   56.9,    4.7,    0.0,   14.5,   61.7,    9.1,    5.8,    6.4,    1.2,   91.3,   91.5,    8.7,    8.5,     89,      4,      5,.,      8,.,.,     19,     33,     17,      8,      7,.,     49,     62,    59.0,    28.3,    66.9,    47.6,    56.7,    28.3,    63.4,    45.8,"(5 Bitcoins)","133741","CME ","133 ","F85","Combined"
"MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,133742,CME ,00,133 ,   21844,    2712,    1012,       3,     212,     219,       0,    7387,   16596,    1009,    6940,    1580,       7,   18271,   20426,    3573,    1418,     169,     908,    -213,       0,      34,       0,       0,    -703,   -1022,     464,    -237,     597,     -19,     447,    -193,    -278,     362,  100.0,   12.4,    4.6,    0.0,    1.0,    1.0,    0.0,   33.8,   76.0,    4.6,   31.8,    7.2,    0.0,   83.6,   93.5,   16.4,    6.5,    118,.,.,.,      4,.,      0,     12,     19,      5,     51,     24,.,     75,     50,    60.6,    71.0,    68.6,    80.2,    59.0,    70.9,    65.4,    78.2,"(Bitcoin X $0.10)","133742","CME ","133 ","F85","Combined"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,146021,CME ,00,146 ,    3745,     141,     106,      73,       0,     126,      18,    1235,    2616,     315,    1234,     110,      28,    3044,    3392,     701,     353,     491,      31,     -20,      28,       0,      63,       0,     351,     199,      66,     273,      80,      20,     769,     436,    -278,      55,  100.0,    3.8,    2.8,    1.9,    0.0,    3.4,    0.5,   33.0,   69.9,    8.4,   33.0,    2.9,    0.7,   81.3,   90.6,   18.7,    9.4,     49,.,.,.,      0,.,.,     12,     19,      8,      8,.,.,     28,     34,    39.5,    42.3,    55.8,    60.4,    38.6,    38.2,    53.6,    56.3,"(50 Index Points)","146021","CME ","146 ","F85","Combined"
"MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,146022,CME ,00,146 ,   51783,     124,   25935,       0,       0,       0,       0,   34415,   14887,    5396,   10399,    5315,      15,   50349,   51547,    1434,     236,   -2682,      24,   -6756,       0,    -138,       0,       0,   -1583,    4106,       1,    -874,      26,     -57,   -2627,   -2681,     -55,      -1,  100.0,    0.2,   50.1,    0.0,    0.0,    0.0,    0.0,   66.5,   28.7,   10.4,   20.1,   10.3,    0.0,   97.2,   99.5,    2.8,    0.5,    103,.,.,      0,      0,      0,      0,      8,      7,.,     69,     17,.,     80,     28,    72.3,    87.3,    79.3,    94.9,    64.3,    80.1,    70.0,    85.2,"(0.1 Index Points)","146022","CME ","146 ","F85","Combined"
"USD INDEX - ICE FUTURES U.S.",220426,2022-04-26,098662,ICUS,01,098 ,   56775,     731,   27179,       0,   26760,     892,     500,   16679,   23724,     301,    6853,    1949,     106,   51930,   54652,    4845,    2123,    2196,    -175,     125,       0,     461,      68,     -39,     543,    1734,     -14,    1774,      64,      24,    2574,    1961,    -378,     235,  100.0,    1.3,   47.9,    0.0,   47.1,    1.6,    0.9,   29.4,   41.8,    0.5,   12.1,    3.4,    0.2,   91.5,   96.3,    8.5,    3.7,    124,.,.,      0,     21,.,      4,     36,     19,      5,     25,     17,.,     88,     47,    46.5,    78.8,    59.5,    86.7,    45.7,    78.7,    58.6,    86.7,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","Combined"
"VIX FUTURES - CBOE FUTURES EXCHANGE",220426,2022-04-26,1170E1,E   ,00,117 ,  305776,   36637,   17855,   16191,   90456,   51290,   30622,   36534,   93841,   54274,   13280,    5735,    6328,  284322,  276136,   21454,   29640,  -14564,    4919,    6265,   -4657,  -10040,  -19786,   -4292,     782,    8750,    1206,    1903,     552,   -4213,  -14392,  -16175,    -172,    1611,  100.0,   12.0,    5.8,    5.3,   29.6,   16.8,   10.0,   11.9,   30.7,   17.7,    4.3,    1.9,    2.1,   93.0,   90.3,    7.0,    9.7,    162,     13,     13,     19,     19,     25,     20,     28,     39,     42,      8,      8,     11,    123,    131,    35.5,    17.5,    46.6,    29.4,    32.6,    13.6,    39.1,    23.0,"($1000 X INDEX)","1170E1","E   ","117 ","F90","Combined"
"BBG COMMODITY - CHICAGO BOARD OF TRADE",220426,2022-04-26,221602,CBT ,00,221 ,   32028,    1181,   17431,      48,   24710,    1016,    1165,    1076,    9353,       0,    3068,    2945,      14,   31262,   31972,     766,      56,     598,    -941,      -8,       8,    2463,    -648,      90,     -84,    1156,       0,    -900,       0,       4,     640,     602,     -42,      -4,  100.0,    3.7,   54.4,    0.1,   77.2,    3.2,    3.6,    3.4,   29.2,    0.0,    9.6,    9.2,    0.0,   97.6,   99.8,    2.4,    0.2,     46,.,.,.,     16,.,.,      5,      7,      0,      9,.,.,     36,     14,    56.7,    69.1,    78.0,    92.0,    56.0,    69.0,    75.1,    91.2,"($100 X INDEX)","221602","CBT ","221 ","F90","Combined"
